Categoria;Cidade;Pais;Customer Name;Data do Pedido;Código Nota Fiscal;Código Postal;Nome do Produto;Região;Segmento;Data de Envio;Tipo de Envio;Status do Envio;Estado;Subcategoria;Desconto %;Lucro;Quantidade;Valor da venda
Materiais de Escritório;Seattle;United States;Laurel Beltran;09/05/2017;CA-2017-118199;98105;Rogers Profile Extra Capacity Storage Tub;Oeste;Pequenas Empresas;11/05/2017;Urgente;Envio tardio;Washington;Storage;0,00;3;4;67
Tecnologia;Seattle;United States;Laurel Beltran;09/05/2017;CA-2017-118199;98105;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;Oeste;Pequenas Empresas;11/05/2017;Urgente;Envio tardio;Washington;Accessories;0,00;88;2;200
Tecnologia;Lakewood;United States;Nora Paige;12/10/2017;CA-2017-150091;8701;Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive;Leste;Pessoa Física;16/10/2017;Padrão;Enviado com antecedência;New Jersey;Accessories;0,00;5;3;45
Materiais de Escritório;Lakewood;United States;Nora Paige;12/10/2017;CA-2017-150091;8701;OIC Colored Binder Clips, Assorted Sizes;Leste;Pessoa Física;16/10/2017;Padrão;Enviado com antecedência;New Jersey;Fasteners;0,00;9;5;18
Móveis;Lakewood;United States;Nora Paige;12/10/2017;CA-2017-150091;8701;DAX Two-Tone Silver Metal Document Frame;Leste;Pessoa Física;16/10/2017;Padrão;Enviado com antecedência;New Jersey;Furnishings;0,00;17;2;40
Móveis;Lakewood;United States;Nora Paige;12/10/2017;CA-2017-150091;8701;Global Adaptabilites Bookcase, Cherry/Storm Gray Finish;Leste;Pessoa Física;16/10/2017;Padrão;Enviado com antecedência;New Jersey;Bookcases;0,00;129;5;2.155
Materiais de Escritório;Cincinnati;United States;Edward Becker;28/08/2016;CA-2016-137652;45231;GBC VeloBinder Strips;Leste;Corporativo;30/08/2016;Urgente;Envio tardio;Ohio;Binders;0,70;-12;8;18
Materiais de Escritório;Thornton;United States;Resi Pölking;02/10/2015;CA-2015-128356;80229;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";Oeste;Pessoa Física;07/10/2015;Padrão;Enviado com antecedência;Colorado;Supplies;0,20;1;2;11
Materiais de Escritório;Roseville;United States;Dan Campbell;23/11/2017;CA-2017-167017;48066;Staple remover;Central;Pessoa Física;25/11/2017;Urgente;Envio tardio;Michigan;Supplies;0,00;0;2;4
Tecnologia;Tempe;United States;Don Jones;12/11/2017;US-2017-132220;85281;SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card;Oeste;Corporativo;16/11/2017;Padrão;Enviado com antecedência;Arizona;Accessories;0,20;-11;6;62
Móveis;Reading;United States;Clay Ludtke;19/12/2016;CA-2016-118129;19601;"Eldon ""L"" Workstation Diamond Chairmat";Leste;Pessoa Física;21/12/2016;Correios;Enviado com antecedência;Pennsylvania;Furnishings;0,20;-30;5;304
Materiais de Escritório;Apple Valley;United States;Nat Carroll;30/03/2014;US-2014-113124;55124;Space Solutions Commercial Steel Shelving;Central;Pessoa Física;05/04/2014;Padrão;Enviado no dia;Minnesota;Storage;0,00;6;2;129
Móveis;Baltimore;United States;Kean Nguyen;08/11/2017;CA-2017-155621;21215;Howard Miller Distant Time Traveler Alarm Clock;Leste;Corporativo;13/11/2017;Padrão;Enviado com antecedência;Maryland;Furnishings;0,00;112;10;274
Materiais de Escritório;Corpus Christi;United States;Scott Cohen;14/09/2014;US-2014-127635;78415;Revere Boxed Rubber Bands by Revere;Central;Corporativo;18/09/2014;Correios;Envio tardio;Texas;Fasteners;0,20;-1;4;6
Materiais de Escritório;Corpus Christi;United States;Scott Cohen;14/09/2014;US-2014-127635;78415;Xerox 1900;Central;Corporativo;18/09/2014;Correios;Envio tardio;Texas;Paper;0,20;2;2;7
Móveis;Corpus Christi;United States;Scott Cohen;14/09/2014;US-2014-127635;78415;Stacking Trays by OIC;Central;Corporativo;18/09/2014;Correios;Envio tardio;Texas;Furnishings;0,60;-7;5;10
Materiais de Escritório;Corpus Christi;United States;Scott Cohen;14/09/2014;US-2014-127635;78415;Trimflex Flexible Post Binders;Central;Corporativo;18/09/2014;Correios;Envio tardio;Texas;Binders;0,80;-14;2;9
Materiais de Escritório;Las Vegas;United States;Anne McFarland;20/09/2015;CA-2015-151470;89115;Wilson Jones Impact Binders;Oeste;Pessoa Física;26/09/2015;Padrão;Enviado no dia;Nevada;Binders;0,20;17;11;46
Tecnologia;Cleveland;United States;Ryan Akin;10/12/2015;CA-2015-112823;44105;Maxell 4.7GB DVD-RW 3/Pack;Leste;Pessoa Física;16/12/2015;Padrão;Enviado no dia;Ohio;Accessories;0,20;4;2;25
Materiais de Escritório;Seattle;United States;Magdelene Morse;28/05/2014;CA-2014-108861;98105;"Green Canvas Binder for 8-1/2"" x 14"" Sheets";Oeste;Pessoa Física;01/06/2014;Padrão;Enviado com antecedência;Washington;Binders;0,20;51;4;137
Tecnologia;Chicago;United States;Brad Norvell;14/03/2017;CA-2017-114370;60623;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black;Central;Corporativo;17/03/2017;Correios;Enviado no dia;Illinois;Phones;0,20;5;2;50
Materiais de Escritório;Columbus;United States;Julia Barnett;08/12/2016;CA-2016-158302;43229;"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled";Leste;Pequenas Empresas;12/12/2016;Correios;Envio tardio;Ohio;Paper;0,20;3;3;11
Materiais de Escritório;Tucson;United States;Doug Bickford;06/05/2017;CA-2017-145779;85705;Xerox 1883;Oeste;Pessoa Física;10/05/2017;Padrão;Enviado com antecedência;Arizona;Paper;0,20;27;4;84
Tecnologia;Philadelphia;United States;Julia Barnett;06/03/2016;US-2016-155173;19120;Wilson SignalBoost 841262 DB PRO Amplifier Kit;Leste;Pequenas Empresas;10/03/2016;Padrão;Enviado com antecedência;Pennsylvania;Phones;0,40;-72;2;432
Materiais de Escritório;Philadelphia;United States;Julia Barnett;06/03/2016;US-2016-155173;19120;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Leste;Pequenas Empresas;10/03/2016;Padrão;Enviado com antecedência;Pennsylvania;Binders;0,70;-1;1;2
Tecnologia;Philadelphia;United States;Julia Barnett;06/03/2016;US-2016-155173;19120;Grandstream GXP1160 VoIP phone;Leste;Pequenas Empresas;10/03/2016;Padrão;Enviado com antecedência;Pennsylvania;Phones;0,40;-13;3;68
Móveis;Cranston;United States;Adam Hart;23/10/2017;CA-2017-125451;2920;KI Adjustable-Height Table;Leste;Corporativo;24/10/2017;Urgente;Enviado no dia;Rhode Island;Tables;0,30;-14;4;241
Móveis;Cranston;United States;Adam Hart;23/10/2017;CA-2017-125451;2920;Eldon 400 Class Desk Accessories, Black Carbon;Leste;Corporativo;24/10/2017;Urgente;Enviado no dia;Rhode Island;Furnishings;0,00;15;4;35
Móveis;Cranston;United States;Adam Hart;23/10/2017;CA-2017-125451;2920;Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;Leste;Corporativo;24/10/2017;Urgente;Enviado no dia;Rhode Island;Furnishings;0,00;51;2;211
Móveis;Cranston;United States;Adam Hart;23/10/2017;CA-2017-125451;2920;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";Leste;Corporativo;24/10/2017;Urgente;Enviado no dia;Rhode Island;Tables;0,30;-128;3;638
Materiais de Escritório;Cranston;United States;Adam Hart;23/10/2017;CA-2017-125451;2920;Wirebound Message Book, 4 per Page;Leste;Corporativo;24/10/2017;Urgente;Enviado no dia;Rhode Island;Paper;0,00;21;8;43
Materiais de Escritório;Cranston;United States;Adam Hart;23/10/2017;CA-2017-125451;2920;Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum;Leste;Corporativo;24/10/2017;Urgente;Enviado no dia;Rhode Island;Appliances;0,00;1;1;2
Tecnologia;San Francisco;United States;Arianne Irving;28/04/2014;CA-2014-131387;94122;Samsung Galaxy Mega 6.3;Oeste;Pessoa Física;30/04/2014;Urgente;Envio tardio;California;Phones;0,20;126;5;1.680
Móveis;Houston;United States;Thea Hudgings;18/04/2016;CA-2016-125087;77070;Global High-Back Leather Tilter, Burgundy;Central;Corporativo;23/04/2016;Padrão;Enviado com antecedência;Texas;Chairs;0,30;-93;4;344
Materiais de Escritório;Houston;United States;Thea Hudgings;18/04/2016;CA-2016-125087;77070;Tennsco 16-Compartment Lockers with Coat Rack;Central;Corporativo;23/04/2016;Padrão;Enviado com antecedência;Texas;Storage;0,20;78;3;1.555
Móveis;Houston;United States;Thea Hudgings;18/04/2016;CA-2016-125087;77070;"Howard Miller 16"" Diameter Gallery Wall Clock";Central;Corporativo;23/04/2016;Padrão;Enviado com antecedência;Texas;Furnishings;0,60;-67;5;128
Tecnologia;Los Angeles;United States;Jim Epp;22/05/2016;CA-2016-154081;90049;Nortel Business Series Terminal T7208 Digital phone;Oeste;Corporativo;29/05/2016;Padrão;Envio tardio;California;Phones;0,20;22;2;222
Móveis;Chicago;United States;Tiffany House;28/05/2017;US-2017-118556;60653;Global Task Chair, Black;Central;Corporativo;02/06/2017;Correios;Envio tardio;Illinois;Chairs;0,30;-29;3;107
Materiais de Escritório;Chicago;United States;Tiffany House;28/05/2017;US-2017-118556;60653;Storex Dura Pro Binders;Central;Corporativo;02/06/2017;Correios;Envio tardio;Illinois;Binders;0,80;-6;3;4
Materiais de Escritório;Houston;United States;Joe Elijah;25/08/2014;CA-2014-126200;77070;"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";Central;Pessoa Física;29/08/2014;Padrão;Enviado com antecedência;Texas;Binders;0,80;-40;3;26
Materiais de Escritório;Houston;United States;Joe Elijah;25/08/2014;CA-2014-126200;77070;"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""";Central;Pessoa Física;29/08/2014;Padrão;Enviado com antecedência;Texas;Binders;0,80;-20;3;12
Materiais de Escritório;Bristol;United States;Annie Thurman;30/08/2014;CA-2014-146500;6010;Wilson Jones Standard D-Ring Binders;Leste;Pessoa Física;04/09/2014;Padrão;Enviado com antecedência;Connecticut;Binders;0,00;12;5;25
Materiais de Escritório;Bristol;United States;Annie Thurman;30/08/2014;CA-2014-146500;6010;Fellowes Bankers Box Stor/Drawer Steel Plus;Leste;Pessoa Física;04/09/2014;Padrão;Enviado com antecedência;Connecticut;Storage;0,00;10;3;96
Materiais de Escritório;Holland;United States;John Huston;03/09/2015;CA-2015-169537;49423;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;Central;Pessoa Física;07/09/2015;Correios;Envio tardio;Michigan;Labels;0,00;4;2;8
Tecnologia;Albuquerque;United States;Daniel Raglin;28/03/2014;CA-2014-100881;87105;AT&T TR1909W;Oeste;Pequenas Empresas;01/04/2014;Padrão;Enviado com antecedência;New Mexico;Phones;0,20;23;3;302
Tecnologia;Louisville;United States;Alan Barnes;10/05/2015;CA-2015-144043;80027;Belkin Standard 104 key USB Keyboard;Oeste;Pessoa Física;15/05/2015;Padrão;Enviado com antecedência;Colorado;Accessories;0,20;-3;4;47
Materiais de Escritório;New York City;United States;Mick Crebagga;09/04/2015;CA-2015-116512;10024;"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H";Leste;Pessoa Física;14/04/2015;Padrão;Enviado com antecedência;New York;Storage;0,00;3;3;18
Materiais de Escritório;Norwich;United States;Ivan Gibson;09/04/2015;CA-2015-101000;6360;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;Leste;Pessoa Física;14/04/2015;Padrão;Enviado com antecedência;Connecticut;Appliances;0,00;144;3;370
Materiais de Escritório;San Francisco;United States;Frank Hawley;19/09/2016;CA-2016-168557;94122;Avery Heavy-Duty EZD  Binder With Locking Rings;Oeste;Corporativo;23/09/2016;Padrão;Enviado com antecedência;California;Binders;0,20;3;2;9
Móveis;Noblesville;United States;Alejandro Savely;11/11/2016;US-2016-164196;46060;Balt Solid Wood Round Tables;Central;Corporativo;17/11/2016;Padrão;Enviado no dia;Indiana;Tables;0,00;241;6;2.679
Móveis;Clarksville;United States;Parhena Norris;23/04/2017;US-2017-132031;37042;O'Sullivan 4-Shelf Bookcase in Odessa Pine;Sul;Pequenas Empresas;27/04/2017;Padrão;Enviado com antecedência;Tennessee;Bookcases;0,20;-15;4;387
Tecnologia;Clarksville;United States;Parhena Norris;23/04/2017;US-2017-132031;37042;Maxell 4.7GB DVD-R;Sul;Pequenas Empresas;27/04/2017;Padrão;Enviado com antecedência;Tennessee;Accessories;0,20;12;2;45
Móveis;Clarksville;United States;Parhena Norris;23/04/2017;US-2017-132031;37042;Tenex Chairmats For Use with Hard Floors;Sul;Pequenas Empresas;27/04/2017;Padrão;Enviado com antecedência;Tennessee;Furnishings;0,20;-12;3;78
Materiais de Escritório;Clarksville;United States;Parhena Norris;23/04/2017;US-2017-132031;37042;Avery 496;Sul;Pequenas Empresas;27/04/2017;Padrão;Enviado com antecedência;Tennessee;Labels;0,20;1;1;3
Materiais de Escritório;Hollywood;United States;Gene McClure;22/10/2015;CA-2015-169733;33021;Eldon Simplefile Box Office;Sul;Pessoa Física;26/10/2015;Correios;Envio tardio;Florida;Storage;0,20;1;1;10
Materiais de Escritório;York;United States;Noah Childs;09/04/2017;CA-2017-169404;17403;Tuf-Vin Binders;Leste;Corporativo;14/04/2017;Padrão;Enviado com antecedência;Pennsylvania;Binders;0,70;-29;4;38
Materiais de Escritório;York;United States;Noah Childs;09/04/2017;CA-2017-169404;17403;Xerox 1893;Leste;Corporativo;14/04/2017;Padrão;Enviado com antecedência;Pennsylvania;Paper;0,20;24;2;66
Materiais de Escritório;Mesa;United States;Tamara Willingham;27/10/2017;CA-2017-134880;85204;Xerox 1882;Oeste;Pequenas Empresas;01/11/2017;Padrão;Enviado com antecedência;Arizona;Paper;0,20;16;1;45
Tecnologia;New York City;United States;Barry Französisch;30/10/2015;CA-2015-145758;10024;Star Micronics TSP100 TSP143LAN Receipt Printer;Leste;Corporativo;30/10/2015;Mesmo dia;Enviado no dia;New York;Machines;0,00;269;4;1.036
Materiais de Escritório;San Francisco;United States;Tonja Turnell;18/12/2017;CA-2017-158736;94110;Newell 335;Oeste;Pequenas Empresas;24/12/2017;Padrão;Enviado no dia;California;Art;0,00;2;2;6
Materiais de Escritório;Los Angeles;United States;Scot Wooten;12/03/2016;US-2016-119270;90036;Hammermill Color Copier Paper (28Lb. and 96 Bright);Oeste;Pessoa Física;16/03/2016;Padrão;Enviado com antecedência;California;Paper;0,00;9;2;20
Tecnologia;Omaha;United States;Patrick Gardner;21/07/2014;CA-2014-109890;68104;Griffin GC17055 Auxiliary Audio Cable;Central;Pessoa Física;27/07/2014;Padrão;Enviado no dia;Nebraska;Phones;0,00;10;2;36
Materiais de Escritório;Philadelphia;United States;Dennis Pardue;24/05/2016;CA-2016-138583;19120;BIC Liqua Brite Liner;Leste;Pequenas Empresas;28/05/2016;Padrão;Enviado com antecedência;Pennsylvania;Art;0,20;3;3;17
Materiais de Escritório;New York City;United States;Don Jones;11/02/2017;US-2017-118535;10024;Avery 473;Leste;Corporativo;15/02/2017;Padrão;Enviado com antecedência;New York;Labels;0,00;10;2;21
Materiais de Escritório;Grand Rapids;United States;Edward Nazzal;20/09/2016;CA-2016-126284;49505;GBC Poly Designer Binding Covers;Central;Pessoa Física;24/09/2016;Padrão;Enviado com antecedência;Michigan;Binders;0,00;41;5;84
Móveis;Seattle;United States;Philip Brown;24/09/2017;CA-2017-142391;98115;12-1/2 Diameter Round Wall Clock;Oeste;Pessoa Física;24/09/2017;Mesmo dia;Enviado no dia;Washington;Furnishings;0,00;72;10;200
Materiais de Escritório;Fresno;United States;Brendan Dodson;27/03/2017;CA-2017-124716;93727;Xerox 1982;Oeste;Pequenas Empresas;31/03/2017;Padrão;Enviado com antecedência;California;Paper;0,00;21;2;46
Materiais de Escritório;Fresno;United States;Brendan Dodson;27/03/2017;CA-2017-124716;93727;Xerox 1913;Oeste;Pequenas Empresas;31/03/2017;Padrão;Enviado com antecedência;California;Paper;0,00;53;2;111
Materiais de Escritório;Fresno;United States;Brendan Dodson;27/03/2017;CA-2017-124716;93727;Unpadded Memo Slips;Oeste;Pequenas Empresas;31/03/2017;Padrão;Enviado com antecedência;California;Paper;0,00;6;3;12
Tecnologia;Arlington;United States;Sanjit Engle;02/02/2016;CA-2016-158841;22204;"HP Designjet T520 Inkjet Large Format Printer - 24"" Color";Sul;Pessoa Física;04/02/2016;Correios;Enviado com antecedência;Virginia;Machines;0,00;2.800;5;8.750
Materiais de Escritório;Arlington;United States;Sanjit Engle;02/02/2016;CA-2016-158841;22204;Presstex Flexible Ring Binders;Sul;Pessoa Física;04/02/2016;Correios;Enviado com antecedência;Virginia;Binders;0,00;18;8;36
Móveis;Arlington;United States;Sanjit Engle;02/02/2016;CA-2016-158841;22204;Acrylic Self-Standing Desk Frames;Sul;Pessoa Física;04/02/2016;Correios;Enviado com antecedência;Virginia;Furnishings;0,00;7;7;19
Materiais de Escritório;Los Angeles;United States;Annie Thurman;07/07/2017;CA-2017-106824;90049;Brites Rubber Bands, 1 1/2 oz. Box;Oeste;Pessoa Física;11/07/2017;Padrão;Enviado com antecedência;California;Fasteners;0,00;0;3;6
Materiais de Escritório;Lubbock;United States;Craig Carroll;23/10/2015;CA-2015-109190;79424;TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack;Central;Pessoa Física;28/10/2015;Padrão;Enviado com antecedência;Texas;Paper;0,20;20;8;61
Tecnologia;Lubbock;United States;Craig Carroll;23/10/2015;CA-2015-109190;79424;Canon PC-428 Personal Copier;Central;Pessoa Física;28/10/2015;Padrão;Enviado com antecedência;Texas;Copiers;0,20;162;3;480
Materiais de Escritório;Lubbock;United States;Craig Carroll;23/10/2015;CA-2015-109190;79424;Ibico Plastic Spiral Binding Combs;Central;Pessoa Física;28/10/2015;Padrão;Enviado com antecedência;Texas;Binders;0,80;-10;1;6
Tecnologia;Longmont;United States;Alan Schoenberger;02/12/2016;CA-2016-143154;80501;WD My Passport Ultra 1TB Portable External Hard Drive;Oeste;Corporativo;08/12/2016;Padrão;Enviado no dia;Colorado;Accessories;0,20;-6;3;166
Materiais de Escritório;Yonkers;United States;Aimee Bixby;05/03/2014;CA-2014-169061;10701;Newell 345;Leste;Pessoa Física;08/03/2014;Correios;Enviado no dia;New York;Art;0,00;15;3;60
Tecnologia;Yonkers;United States;Aimee Bixby;05/03/2014;CA-2014-169061;10701;Logitech Wireless Gaming Headset G930;Leste;Pessoa Física;08/03/2014;Correios;Enviado no dia;New York;Accessories;0,00;178;3;480
Materiais de Escritório;Yonkers;United States;Aimee Bixby;05/03/2014;CA-2014-169061;10701;Acme Forged Steel Scissors with Black Enamel Handles;Leste;Pessoa Física;08/03/2014;Correios;Enviado no dia;New York;Supplies;0,00;5;2;19
Materiais de Escritório;Yonkers;United States;Aimee Bixby;05/03/2014;CA-2014-169061;10701;GBC Wire Binding Combs;Leste;Pessoa Física;08/03/2014;Correios;Enviado no dia;New York;Binders;0,20;17;6;50
Materiais de Escritório;Yonkers;United States;Aimee Bixby;05/03/2014;CA-2014-169061;10701;Xerox 1891;Leste;Pessoa Física;08/03/2014;Correios;Enviado no dia;New York;Paper;0,00;46;2;98
Tecnologia;Los Angeles;United States;Dave Hallsten;01/03/2015;CA-2015-102316;90045;Square Credit Card Reader;Oeste;Corporativo;03/03/2015;Correios;Enviado com antecedência;California;Phones;0,20;1;2;16
Móveis;Los Angeles;United States;Dave Hallsten;01/03/2015;CA-2015-102316;90045;Global Deluxe Steno Chair;Oeste;Corporativo;03/03/2015;Correios;Enviado com antecedência;California;Chairs;0,20;-21;3;185
Materiais de Escritório;Los Angeles;United States;Steven Roelle;20/02/2014;CA-2014-164903;90049;Xerox 204;Oeste;Pequenas Empresas;24/02/2014;Padrão;Enviado com antecedência;California;Paper;0,00;6;2;13
Móveis;Amarillo;United States;Nick Radford;02/05/2016;CA-2016-109400;79109;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;Central;Pessoa Física;06/05/2016;Padrão;Enviado com antecedência;Texas;Chairs;0,30;-110;4;367
Materiais de Escritório;Dallas;United States;Sanjit Jacobs;08/03/2016;CA-2016-130400;75217;Pressboard Hanging Data Binders for Unburst Sheets;Central;Pequenas Empresas;12/03/2016;Padrão;Enviado com antecedência;Texas;Binders;0,80;-14;9;9
Tecnologia;Dallas;United States;Sanjit Jacobs;08/03/2016;CA-2016-130400;75217;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack;Central;Pequenas Empresas;12/03/2016;Padrão;Enviado com antecedência;Texas;Accessories;0,20;8;5;28
Materiais de Escritório;Dallas;United States;Sanjit Jacobs;08/03/2016;CA-2016-130400;75217;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";Central;Pequenas Empresas;12/03/2016;Padrão;Enviado com antecedência;Texas;Envelopes;0,20;49;3;146
Tecnologia;Detroit;United States;Cynthia Arntzen;11/12/2015;CA-2015-135853;48205;Maxell 4.7GB DVD+RW 3/Pack;Central;Pessoa Física;14/12/2015;Urgente;Envio tardio;Michigan;Accessories;0,00;61;11;175
Tecnologia;Detroit;United States;Cynthia Arntzen;11/12/2015;CA-2015-135853;48205;BlackBerry Q10;Central;Pessoa Física;14/12/2015;Urgente;Envio tardio;Michigan;Phones;0,00;31;1;126
Materiais de Escritório;Detroit;United States;Cynthia Arntzen;11/12/2015;CA-2015-135853;48205;Ibico Covers for Plastic or Wire Binding Elements;Central;Pessoa Física;14/12/2015;Urgente;Envio tardio;Michigan;Binders;0,00;10;2;23
Materiais de Escritório;New York City;United States;Lena Creighton;22/12/2016;CA-2016-103359;10035;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";Leste;Pessoa Física;26/12/2016;Padrão;Enviado com antecedência;New York;Binders;0,20;9;2;26
Móveis;Houston;United States;Noel Staavos;02/02/2016;CA-2016-144645;77041;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;Central;Corporativo;08/02/2016;Padrão;Enviado no dia;Texas;Furnishings;0,60;-77;2;74
Materiais de Escritório;Orlando;United States;Noel Staavos;05/06/2017;CA-2017-141614;32839;Xerox 227;Sul;Corporativo;09/06/2017;Padrão;Enviado com antecedência;Florida;Paper;0,20;7;4;21
Materiais de Escritório;Florence;United States;Henry Goldwyn;21/08/2015;CA-2015-122168;41042;Quartet Omega Colored Chalk, 12/Pack;Sul;Corporativo;26/08/2015;Padrão;Enviado com antecedência;Kentucky;Art;0,00;8;3;18
Materiais de Escritório;Florence;United States;Henry Goldwyn;21/08/2015;CA-2015-122168;41042;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;Sul;Corporativo;26/08/2015;Padrão;Enviado com antecedência;Kentucky;Art;0,00;10;12;36
Materiais de Escritório;New York City;United States;Sarah Foster;07/04/2016;CA-2016-132899;10009;Newell 322;Leste;Pessoa Física;11/04/2016;Padrão;Enviado com antecedência;New York;Art;0,00;1;2;4
Móveis;Frisco;United States;Erin Mull;04/06/2017;CA-2017-149720;75034;Nu-Dell Executive Frame;Central;Pessoa Física;07/06/2017;Correios;Enviado no dia;Texas;Furnishings;0,60;-17;6;30
Móveis;Paterson;United States;Doug O'Connell;04/12/2017;CA-2017-118003;7501;"Tensor ""Hersey Kiss"" Styled Floor Lamp";Leste;Pessoa Física;10/12/2017;Padrão;Enviado no dia;New Jersey;Furnishings;0,00;2;1;13
Móveis;Paterson;United States;Doug O'Connell;04/12/2017;CA-2017-118003;7501;Global Value Steno Chair, Gray;Leste;Pessoa Física;10/12/2017;Padrão;Enviado no dia;New Jersey;Chairs;0,00;46;3;182
Móveis;Paterson;United States;Doug O'Connell;04/12/2017;CA-2017-118003;7501;Global Low Back Tilter Chair;Leste;Pessoa Física;10/12/2017;Padrão;Enviado no dia;New Jersey;Chairs;0,00;18;3;303
Móveis;Columbus;United States;Mark Packer;11/01/2016;CA-2016-141887;43229;Ultra Door Push Plate;Leste;Pequenas Empresas;15/01/2016;Padrão;Enviado com antecedência;Ohio;Furnishings;0,20;9;14;55
Tecnologia;Milwaukee;United States;Muhammed Yedwab;01/04/2016;US-2016-160206;53209;Cyber Acoustics AC-202b Speech Recognition Stereo Headset;Central;Corporativo;07/04/2016;Padrão;Enviado no dia;Wisconsin;Phones;0,00;0;1;13
Materiais de Escritório;San Francisco;United States;Doug Bickford;21/09/2017;CA-2017-133074;94109;Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book;Oeste;Pessoa Física;25/09/2017;Padrão;Enviado com antecedência;California;Paper;0,00;28;7;56
Tecnologia;Columbus;United States;Susan Pistek;16/03/2017;CA-2017-161172;43229;OtterBox Defender Series Case - iPhone 5c;Leste;Pessoa Física;16/03/2017;Mesmo dia;Enviado no dia;Ohio;Phones;0,40;-7;2;44
Móveis;Columbus;United States;Susan Pistek;16/03/2017;CA-2017-161172;43229;Nu-Dell Oak Frame;Leste;Pessoa Física;16/03/2017;Mesmo dia;Enviado no dia;Ohio;Furnishings;0,20;8;6;51
Materiais de Escritório;Columbus;United States;Susan Pistek;16/03/2017;CA-2017-161172;43229;Avery Binding System Hidden Tab Executive Style Index Sets;Leste;Pessoa Física;16/03/2017;Mesmo dia;Enviado no dia;Ohio;Binders;0,70;-3;3;5
Tecnologia;Columbus;United States;Susan Pistek;16/03/2017;CA-2017-161172;43229;Logitech G700s Rechargeable Gaming Mouse;Leste;Pessoa Física;16/03/2017;Mesmo dia;Enviado no dia;Ohio;Accessories;0,20;44;2;160
Materiais de Escritório;Columbus;United States;Susan Pistek;16/03/2017;CA-2017-161172;43229;File Shuttle II and Handi-File, Black;Leste;Pessoa Física;16/03/2017;Mesmo dia;Enviado no dia;Ohio;Storage;0,20;3;2;54
Móveis;Los Angeles;United States;Maria Etezadi;10/11/2017;CA-2017-137624;90008;Global Leather & Oak Executive Chair, Burgundy;Oeste;Pequenas Empresas;17/11/2017;Padrão;Envio tardio;California;Chairs;0,20;-36;2;241
Materiais de Escritório;Detroit;United States;Bruce Stewart;30/11/2016;CA-2016-156748;48227;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";Central;Pessoa Física;06/12/2016;Padrão;Enviado no dia;Michigan;Paper;0,00;17;4;33
Materiais de Escritório;Detroit;United States;Bruce Stewart;30/11/2016;CA-2016-156748;48227;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;Central;Pessoa Física;06/12/2016;Padrão;Enviado no dia;Michigan;Paper;0,00;6;2;14
Materiais de Escritório;Detroit;United States;Bruce Stewart;30/11/2016;CA-2016-156748;48227;Sensible Storage WireTech Storage Systems;Central;Pessoa Física;06/12/2016;Padrão;Enviado no dia;Michigan;Storage;0,00;25;7;497
Móveis;Detroit;United States;Bruce Stewart;30/11/2016;CA-2016-156748;48227;High-Back Leather Manager's Chair;Central;Pessoa Física;06/12/2016;Padrão;Enviado no dia;Michigan;Chairs;0,00;35;3;390
Materiais de Escritório;Columbus;United States;Karen Seio;13/01/2015;CA-2015-169677;31907;Avery 508;Sul;Corporativo;15/01/2015;Correios;Enviado com antecedência;Georgia;Labels;0,00;5;2;10
Tecnologia;San Francisco;United States;Cindy Chapman;16/05/2014;US-2014-163146;94122;Imation Clip USB flash drive - 8 GB;Oeste;Pessoa Física;20/05/2014;Padrão;Enviado com antecedência;California;Accessories;0,00;3;3;56
Materiais de Escritório;Philadelphia;United States;Harold Dahlen;07/06/2015;CA-2015-157343;19143;Aluminum Screw Posts;Leste;Pequenas Empresas;11/06/2015;Padrão;Enviado com antecedência;Pennsylvania;Binders;0,70;-12;4;18
